OTU;Domain;Phylum;Class;Order;Family;Genus;Species;unique;;;;Phylum;Class;Order;Family;Genus;Species;;Family;;;Genus;;;Species;
Otu2666;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans;Otu2666;;;;;;;;;;;;;;;;;;
Otu2670;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus;Otu2670;;;;;;;;;;;;;;;;;;
Otu2672;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter;Otu2672;;;;;;;;;;;;;;;;;;
Otu2673;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter;Otu2673;;;;;;;;;;;;;;;;;;
Otu2689;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2689;;;;;;;;;;;;;;;;;;
Otu2691;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus;Otu2691;;;;;;;;;;;;;;;;;;
Otu2692;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2692;;;;;;;;;;;;;;;;;;
Otu2701;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu2701;;;;;;;;;;;;;;;;;;
Otu2704;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2704;;;;;;;;;;;;;;;;;;
Otu2705;Bacteria;Bacillota_I;Bacilli_A;Erysipelotrichales;Coprobacillaceae;Faecalibacillus;Faecalibacillus intestinalis;Otu2705;;;;;;;;;;;;;;;;;;
Otu2706;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu2706;;;;;;;;;;;;;;;;;;
Otu2708;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_F;Ruminococcus_F champanellensis;Otu2708;;;;;;;;;;;;;;;;;;
Otu2717;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2717;;;;;;;;;;;;;;;;;;
Otu2722;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis;Otu2722;;;;;;;;;;;;;;;;;;
Otu2723;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2723;;;;;;;;;;;;;;;;;;
Otu2727;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu2727;;;;;;;;;;;;;;;;;;
Otu2730;Bacteria;Bacillota_A;Clostridia;Christensenellales;CAG-138;PeH17;PeH17 sp000435055;Otu2730;;;;;;;;;;;;;;;;;;
Otu2732;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Frisingicoccus;Frisingicoccus caecimuris;Otu2732;;;;;;;;;;;;;;;;;;
Otu2733;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu2733;;;;;;;;;;;;;;;;;;
Otu2735;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-508;CAG-508;Otu2735;;;;;;;;;;;;;;;;;;
Otu2739;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Jutongia;Jutongia huaianensis;Otu2739;;;;;;;;;;;;;;;;;;
Otu2744;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G sp000435815;Otu2744;;;;;;;;;;;;;;;;;;
Otu2745;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes amylophilus;Otu2745;;;;;;;;;;;;;;;;;;
Otu2748;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola;Hominiventricola sp003480725;Otu2748;;;;;;;;;;;;;;;;;;
Otu2751;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola;Hominiventricola sp003480725;Otu2751;;;;;;;;;;;;;;;;;;
Otu2754;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-103;CAG-103 sp000432375;Otu2754;;;;;;;;;;;;;;;;;;
Otu2755;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Gallintestinimicrobium;Gallintestinimicrobium propionicum;Otu2755;;;;;;;;;;;;;;;;;;
Otu2759;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter ruminis;Otu2759;;;;;;;;;;;;;;;;;;
Otu2766;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2766;;;;;;;;;;;;;;;;;;
Otu2769;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2769;;;;;;;;;;;;;;;;;;
Otu2774;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G segne;Otu2774;;;;;;;;;;;;;;;;;;
Otu2775;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus;Otu2775;;;;;;;;;;;;;;;;;;
Otu2779;Bacteria;Bacillota_A;Clostridia;Christensenellales;Aristaeellaceae;UBA11524;UBA11524 sp000437595;Otu2779;;;;;;;;;;;;;;;;;;
Otu2780;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu2780;;;;;;;;;;;;;;;;;;
Otu2783;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-194;CAG-194 sp018917935;Otu2783;;;;;;;;;;;;;;;;;;
Otu2784;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2784;;;;;;;;;;;;;;;;;;
Otu2786;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum hallii;Otu2786;;;;;;;;;;;;;;;;;;
Otu2795;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Onthomonas;Onthomonas sp900545815;Otu2795;;;;;;;;;;;;;;;;;;
Otu2799;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira sp000436475;Otu2799;;;;;;;;;;;;;;;;;;
Otu2810;Bacteria;Bacillota_A;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae;Christensenellaceae;Otu2810;;;;;;;;;;;;;;;;;;
Otu2814;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Dorea_A;Dorea_A contorta_A;Otu2814;;;;;;;;;;;;;;;;;;
Otu2817;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2817;;;;;;;;;;;;;;;;;;
Otu2819;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2819;;;;;;;;;;;;;;;;;;
Otu2823;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2823;;;;;;;;;;;;;;;;;;
Otu2825;Bacteria;Bacillota_A;Clostridia;Christensenellales;CAG-138;SFEL01;SFEL01 sp004557245;Otu2825;;;;;;;;;;;;;;;;;;
Otu2832;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia hominis;Otu2832;;;;;;;;;;;;;;;;;;
Otu2833;Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium;Otu2833;;;;;;;;;;;;;;;;;;
Otu2845;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu2845;;;;;;;;;;;;;;;;;;
Otu2846;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Gallintestinimicrobium;Gallintestinimicrobium propionicum;Otu2846;;;;;;;;;;;;;;;;;;
Otu2847;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Wujia;Wujia;Otu2847;;;;;;;;;;;;;;;;;;
Otu2851;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A wexlerae;Otu2851;;;;;;;;;;;;;;;;;;
Otu2852;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum hallii;Otu2852;;;;;;;;;;;;;;;;;;
Otu2860;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A caecimuris;Otu2860;;;;;;;;;;;;;;;;;;
Otu2863;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio_A;Butyrivibrio_A crossotus;Otu2863;;;;;;;;;;;;;;;;;;
Otu2869;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Dorea_A;Dorea_A;Otu2869;;;;;;;;;;;;;;;;;;
Otu2873;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Coprobacteraceae;Coprobacter;Coprobacter fastidiosus;Otu2873;;;;;;;;;;;;;;;;;;
Otu2874;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2874;;;;;;;;;;;;;;;;;;
Otu2875;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter sp900543445;Otu2875;;;;;;;;;;;;;;;;;;
Otu2878;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Pygmaiobacter;Pygmaiobacter hominis;Otu2878;;;;;;;;;;;;;;;;;;
Otu2892;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Oliverpabstia;Oliverpabstia;Otu2892;;;;;;;;;;;;;;;;;;
Otu2896;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas;Otu2896;;;;;;;;;;;;;;;;;;
Otu2903;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu2903;;;;;;;;;;;;;;;;;;
Otu2907;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2907;;;;;;;;;;;;;;;;;;
Otu2910;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola sp948566455;Otu2910;;;;;;;;;;;;;;;;;;
Otu2912;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu2912;;;;;;;;;;;;;;;;;;
Otu2913;Bacteria;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-448;CAG-448 sp003150135;Otu2913;;;;;;;;;;;;;;;;;;
Otu2915;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;Ruminococcus sp900540005;Otu2915;;;;;;;;;;;;;;;;;;
Otu2916;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2916;;;;;;;;;;;;;;;;;;
Otu2918;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003514385;Otu2918;;;;;;;;;;;;;;;;;;
Otu2920;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Choladousia;Choladousia sp902363665;Otu2920;;;;;;;;;;;;;;;;;;
Otu2922;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;Otu2922;;;;;;;;;;;;;;;;;;
Otu2925;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2925;;;;;;;;;;;;;;;;;;
Otu2927;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola;Hominiventricola sp003480725;Otu2927;;;;;;;;;;;;;;;;;;
Otu2928;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2928;;;;;;;;;;;;;;;;;;
Otu2929;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides intestinigallinarum;Otu2929;;;;;;;;;;;;;;;;;;
Otu2937;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola;Hominiventricola filiformis;Otu2937;;;;;;;;;;;;;;;;;;
Otu2940;Bacteria;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium faecium;Otu2940;;;;;;;;;;;;;;;;;;
Otu2944;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu2944;;;;;;;;;;;;;;;;;;
Otu2946;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2946;;;;;;;;;;;;;;;;;;
Otu2951;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae;Otu2951;;;;;;;;;;;;;;;;;;
Otu2954;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter torques;Otu2954;;;;;;;;;;;;;;;;;;
Otu2956;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu2956;;;;;;;;;;;;;;;;;;
Otu2958;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2958;;;;;;;;;;;;;;;;;;
Otu2960;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2960;;;;;;;;;;;;;;;;;;
Otu2962;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2962;;;;;;;;;;;;;;;;;;
Otu2963;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A sp900066335;Otu2963;;;;;;;;;;;;;;;;;;
Otu2975;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia;Otu2975;;;;;;;;;;;;;;;;;;
Otu2989;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Dorea_A;Dorea_A contorta_A;Otu2989;;;;;;;;;;;;;;;;;;
Otu2992;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu2992;;;;;;;;;;;;;;;;;;
Otu2996;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2996;;;;;;;;;;;;;;;;;;
Otu2997;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu2997;;;;;;;;;;;;;;;;;;
Otu2999;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Oliverpabstia;Oliverpabstia;Otu2999;;;;;;;;;;;;;;;;;;
Otu3004;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3004;;;;;;;;;;;;;;;;;;
Otu3010;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3010;;;;;;;;;;;;;;;;;;
Otu3013;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu3013;;;;;;;;;;;;;;;;;;
Otu3018;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu3018;;;;;;;;;;;;;;;;;;
Otu3023;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu3023;;;;;;;;;;;;;;;;;;
Otu3028;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3028;;;;;;;;;;;;;;;;;;
Otu3034;Bacteria;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;Otu3034;;;;;;;;;;;;;;;;;;
Otu3039;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Limivivens;Limivivens faecihominis;Otu3039;;;;;;;;;;;;;;;;;;
Otu3044;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3044;;;;;;;;;;;;;;;;;;
Otu3049;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor intestinalis;Otu3049;;;;;;;;;;;;;;;;;;
Otu3056;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu3056;;;;;;;;;;;;;;;;;;
Otu3059;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Hominicoprocola;Hominicoprocola sp900317525;Otu3059;;;;;;;;;;;;;;;;;;
Otu3066;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyribacter;Butyribacter sp003529475;Otu3066;;;;;;;;;;;;;;;;;;
Otu3068;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii;Otu3068;;;;;;;;;;;;;;;;;;
Otu3072;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Paraprevotella;Paraprevotella clara;Otu3072;;;;;;;;;;;;;;;;;;
Otu3076;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Limivivens;Limivivens faecihominis;Otu3076;;;;;;;;;;;;;;;;;;
Otu3077;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii;Otu3077;;;;;;;;;;;;;;;;;;
Otu3087;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger;Otu3087;;;;;;;;;;;;;;;;;;
Otu3092;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3092;;;;;;;;;;;;;;;;;;
Otu3097;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus;Otu3097;;;;;;;;;;;;;;;;;;
Otu3100;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3100;;;;;;;;;;;;;;;;;;
Otu3103;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia;Otu3103;;;;;;;;;;;;;;;;;;
Otu3107;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu3107;;;;;;;;;;;;;;;;;;
Otu3109;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum hallii;Otu3109;;;;;;;;;;;;;;;;;;
Otu3112;Bacteria;Bacillota_A;Clostridia;UBA1381;UBA1381;Hominilimicola;Hominilimicola fabiformis;Otu3112;;;;;;;;;;;;;;;;;;
Otu3113;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E;Otu3113;;;;;;;;;;;;;;;;;;
Otu3115;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu3115;;;;;;;;;;;;;;;;;;
Otu3117;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Otoolea;Otoolea;Otu3117;;;;;;;;;;;;;;;;;;
Otu3125;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3125;;;;;;;;;;;;;;;;;;
Otu3126;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu3126;;;;;;;;;;;;;;;;;;
Otu3130;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3130;;;;;;;;;;;;;;;;;;
Otu3131;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu3131;;;;;;;;;;;;;;;;;;
Otu3132;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster sp000431375;Otu3132;;;;;;;;;;;;;;;;;;
Otu3137;Bacteria;Bacillota_A;Clostridia;UBA1381;UBA1381;Hominilimicola;Hominilimicola fabiformis;Otu3137;;;;;;;;;;;;;;;;;;
Otu3138;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3138;;;;;;;;;;;;;;;;;;
Otu3140;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu3140;;;;;;;;;;;;;;;;;;
Otu3146;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Otoolea;Otoolea fessa;Otu3146;;;;;;;;;;;;;;;;;;
Otu3147;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii;Otu3147;;;;;;;;;;;;;;;;;;
Otu3148;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroidaceae;Bacteroidaceae;Otu3148;;;;;;;;;;;;;;;;;;
Otu3155;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira;Otu3155;;;;;;;;;;;;;;;;;;
Otu3158;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola;Hominiventricola sp018223365;Otu3158;;;;;;;;;;;;;;;;;;
Otu3161;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A sp900066335;Otu3161;;;;;;;;;;;;;;;;;;
Otu3167;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor acetigignens;Otu3167;;;;;;;;;;;;;;;;;;
Otu3168;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Hominimerdicola;Hominimerdicola aceti;Otu3168;;;;;;;;;;;;;;;;;;
Otu3169;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A faecis;Otu3169;;;;;;;;;;;;;;;;;;
Otu3172;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum butyriciproducens;Otu3172;;;;;;;;;;;;;;;;;;
Otu3173;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster sp001517625;Otu3173;;;;;;;;;;;;;;;;;;
Otu3174;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3174;;;;;;;;;;;;;;;;;;
Otu3179;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3179;;;;;;;;;;;;;;;;;;
Otu3180;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu3180;;;;;;;;;;;;;;;;;;
Otu3182;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Jutongia;Jutongia huaianensis;Otu3182;;;;;;;;;;;;;;;;;;
Otu3186;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A difficilis;Otu3186;;;;;;;;;;;;;;;;;;
Otu3187;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Hominimerdicola;Hominimerdicola aceti;Otu3187;;;;;;;;;;;;;;;;;;
Otu3191;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A caecimuris;Otu3191;;;;;;;;;;;;;;;;;;
Otu3192;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu3192;;;;;;;;;;;;;;;;;;
Otu3194;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio desulfuricans_E;Otu3194;;;;;;;;;;;;;;;;;;
Otu3197;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris_A;Otu3197;;;;;;;;;;;;;;;;;;
Otu3203;Bacteria;Bacillota_A;Clostridia;Christensenellales;Aristaeellaceae;UBA11524;UBA11524 sp000437595;Otu3203;;;;;;;;;;;;;;;;;;
Otu3205;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu3205;;;;;;;;;;;;;;;;;;
Otu3207;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Clostridium_A;Clostridium_A leptum;Otu3207;;;;;;;;;;;;;;;;;;
Otu3212;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii;Otu3212;;;;;;;;;;;;;;;;;;
Otu3213;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas;Vescimonas sp000435555;Otu3213;;;;;;;;;;;;;;;;;;
Otu3215;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;Otu3215;;;;;;;;;;;;;;;;;;
Otu3222;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyribacter;Butyribacter sp003529475;Otu3222;;;;;;;;;;;;;;;;;;
Otu3223;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu3223;;;;;;;;;;;;;;;;;;
Otu3224;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu3224;;;;;;;;;;;;;;;;;;
Otu3231;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu3231;;;;;;;;;;;;;;;;;;
Otu3232;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Succinivibrio;Succinivibrio sp000431835;Otu3232;;;;;;;;;;;;;;;;;;
